path,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,entropy_0,asm_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,entropy_45,asm_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,entropy_95,asm_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135,entropy_135,asm_135,labels
jenis_tanah/kurang subur\pasir-076.jpg,315.3235140931391,13.045297181372256,0.1761731627099069,0.000520170065862589,0.7842359669595789,-59890274.25994251,7.937165311623977e-09,555.4552402921945,17.631972318339173,0.13627721610948385,0.00039765358043316077,0.6193709990605465,-59890274.25994251,6.067712103777478e-09,318.10448835784274,12.958471200980124,0.1782974781194461,0.0005291518079734959,0.7824144497529666,-59890274.25994251,8.07421581990808e-09,482.76705882352957,16.22615916955015,0.1474313375336906,0.000429761894731583,0.6691889025990233,-59890274.25994251,6.557646098809555e-09,kurang subur
jenis_tanah/kurang subur\pasir-077.jpg,287.69356617647304,12.400122549019008,0.17821261402577238,0.0003047785012825596,0.8153205560412108,-41083065.82342575,4.6505508618554624e-09,413.71869281046014,15.038554402152844,0.152419005473509,0.00025500983636701996,0.733228433602275,-41083065.82342575,3.891141301986999e-09,233.52637867647044,11.217647058822994,0.18872786914697504,0.00033085161243572177,0.8497189588379089,-41083065.82342575,5.04839496514468e-09,469.09690119185007,16.04053825451748,0.14499850184793228,0.00024202337816718234,0.6974732380726103,-41083065.82342575,3.692983675646703e-09,kurang subur
jenis_tanah/kurang subur\pasir-078.jpg,285.1075214460768,12.346675857842602,0.1789566827183765,0.0003050584510765091,0.8152594044959302,-41305634.789848685,4.654822556709428e-09,464.93568627451066,15.973471741637677,0.1452486951075949,0.00024238014509842356,0.6973326188909926,-41305634.789848685,3.6984275069949884e-09,231.46905637254883,11.166544117646511,0.18988804701355666,0.0003313903925923924,0.8496397635398226,-41305634.789848685,5.056616097906378e-09,410.0817993079604,14.97277970011529,0.15301228791695667,0.0002551867416799589,0.7330828590914659,-41305634.789848685,3.89384066284117e-09,kurang subur
jenis_tanah/kurang subur\pasir-079.jpg,285.27781862745104,12.34941789215623,0.1788217240328347,0.0003048196841734549,0.8151439071563235,-41306763.57971701,4.651179262900618e-09,464.98952710495826,15.975024990388203,0.14486913237566074,0.0002422584635696707,0.6972932668408982,-41306763.57971701,3.696570794214946e-09,231.47208946078476,11.169669117646558,0.18918936357877902,0.00033137819025434934,0.849635151834119,-41306763.57971701,5.05642990500411e-09,410.1285966935818,14.974117647058701,0.1528444850348514,0.00025555959091237647,0.7330486033544809,-41306763.57971701,3.8995298906307445e-09,kurang subur
jenis_tanah/kurang subur\pasir-080.jpg,305.4902420343133,11.518091299018714,0.2058650542724162,0.00034064129012128754,0.872570753084074,-51185298.85531254,5.197773591938592e-09,510.690303729339,15.091410995770683,0.16802176535746094,0.0002606596906729009,0.7870165238474084,-51185298.85531254,3.977351237074294e-09,249.55404411764596,10.585631127450306,0.21157317042705678,0.0003534758031391172,0.8959821553523695,-51185298.85531254,5.3936127187975644e-09,413.69860822760717,13.750680507496957,0.17644225326115512,0.0002783570805952403,0.8274666306522478,-51185298.85531254,4.247391976856084e-09,kurang subur
jenis_tanah/kurang subur\pasir-081.jpg,305.45166973039136,11.516743259803013,0.20595736006081986,0.0003408662120638697,0.8725786722575524,-51185869.61683969,5.201205628415981e-09,413.62548250673,13.748788927335447,0.17635976603073886,0.0002783725716353439,0.8274862372158971,-51185869.61683969,4.2476283513693835e-09,249.5101868872547,10.584175857842474,0.2117197168121707,0.00035379048266442003,0.8959938414790158,-51185869.61683969,5.398414347296448e-09,510.6624529027331,15.091826220684261,0.16793723961386614,0.00026079059587438716,0.7870146936416286,-51185869.61683969,3.9793486919309564e-09,kurang subur
jenis_tanah/kurang subur\pasir-082.jpg,305.4682138480386,11.51775428921478,0.20585748668838635,0.00034086140152675653,0.8725763021499696,-51185135.59284254,5.201132225444893e-09,413.70013071895386,13.749158016147506,0.17661317949246202,0.0002786541301581431,0.82746141341676,-51185135.59284254,4.251924593477525e-09,249.5454503676454,10.584267769607184,0.21179691093321537,0.00035369063468677914,0.8959831240231101,-51185135.59284254,5.396890788067309e-09,510.697700884279,15.0921337946942,0.16792349906880272,0.0002608188581536602,0.7870077822119296,-51185135.59284254,3.979779940088809e-09,kurang subur
jenis_tanah/kurang subur\pasir-083.jpg,292.14299938725543,11.267784926469862,0.2075086962122962,0.00035646056542255384,0.8901043161537846,-50712394.79864343,5.43915657688223e-09,506.1008381391799,15.011964628988803,0.16862923186082587,0.0002719366948594728,0.8096194559456897,-50712394.79864343,4.149424665214124e-09,255.84947916666601,10.66884191176411,0.21147869730115626,0.0003671534507836529,0.9042426065260496,-50712394.79864343,5.602317059076735e-09,411.34374471357313,13.662083813917588,0.17732337746967464,0.000291635740017185,0.8452605646487386,-50712394.79864343,4.450008240008316e-09,kurang subur
jenis_tanah/kurang subur\pasir-084.jpg,292.13705575980447,11.267968749999294,0.20747662580363066,0.0003565572454855104,0.8901009421055033,-50712591.07808957,5.440631797569434e-09,411.34036139946306,13.66183775470956,0.17725615593890806,0.00029162663459666603,0.8452543103749469,-50712591.07808957,4.449869302317292e-09,255.84782475490113,10.668749999999418,0.21159853825270997,0.0003671920524107315,0.9042384173764791,-50712591.07808957,5.602906073161796e-09,506.11486351403846,15.013133410226851,0.16856384312990128,0.0002719771371168425,0.8096049193364403,-50712591.07808957,4.1500417650885395e-09,kurang subur
jenis_tanah/kurang subur\pasir-085.jpg,292.1484528186272,11.268704044116973,0.20735154643188206,0.00035673629133025763,0.8900994976871316,-50712669.441294454,5.443363820346949e-09,411.4037062668241,13.66280661284109,0.1773944252837412,0.0002917574215459378,0.8452344355293859,-50712669.441294454,4.451864952788358e-09,255.8980238970581,10.669837622548409,0.2117018001684002,0.0003671714023001971,0.9042223976892538,-50712669.441294454,5.6025909774810345e-09,506.15858515956063,15.013794694348276,0.16867113608001205,0.0002720162785998524,0.8095933379489235,-50712669.441294454,4.150639016721381e-09,kurang subur
jenis_tanah/kurang subur\pasir-086.jpg,884.7583639705786,19.860845588234984,0.14673860672810754,0.0002124734458351355,0.7972484246674663,-58355094.73365498,3.2420874913808516e-09,1310.765198000766,24.636601307189558,0.1267731551112387,0.00017530547872856995,0.7000085849944852,-58355094.73365498,2.6749493214198295e-09,1296.403737745097,24.204350490195583,0.13174752783404053,0.00018064892690761966,0.703368662145673,-58355094.73365498,2.756483870050349e-09,1351.509926951167,24.916555171088124,0.12800670987513185,0.00017434160492792457,0.6906816530355071,-58355094.73365498,2.6602417744129115e-09,kurang subur
jenis_tanah/kurang subur\pasir-087.jpg,884.7196691176376,19.86081495098014,0.1467457039004436,0.00021224078010110292,0.7972600057218446,-58355060.32821055,3.238537294023177e-09,1351.5566320645864,24.91697039600164,0.1280204449744122,0.00017434562550321862,0.6906749488553201,-58355060.32821055,2.6603031235232334e-09,1296.3518229166577,24.202956495097613,0.13195527571280022,0.00018074513764988227,0.7033845074704445,-58355060.32821055,2.7579519294720806e-09,1310.7638908112356,24.635878508266106,0.1268933102184271,0.0001752653912278438,0.7000127489968491,-58355060.32821055,2.6743376347022063e-09,kurang subur
jenis_tanah/kurang subur\pasir-088.jpg,884.7931219362686,19.860799632352688,0.1468928528028698,0.00021228419226529462,0.7972451895021055,-58354809.925283335,3.2391997110793246e-09,1351.4944405997671,24.915863129565615,0.1280772920850531,0.00017441645857972293,0.6906926365079618,-58354809.925283335,2.6613839504962606e-09,1296.3891237745008,24.20297181372497,0.13186196526115718,0.00018065972128358083,0.7033786473315013,-58354809.925283335,2.7566485791562016e-09,1310.7907420223053,24.63695501730114,0.12679764263856527,0.00017535408038874234,0.7000099537548831,-58354809.925283335,2.6756909239004873e-09,kurang subur
jenis_tanah/kurang subur\pasir-089.jpg,649.4779258578363,17.177435661764264,0.15543972781831455,0.00013070909851379276,0.8471235422781374,-47549998.23311236,1.994462562771496e-09,1017.8861976163035,21.844367550942213,0.13229682243771257,0.0001053754943866413,0.7604162378086806,-47549998.23311236,1.6079024412024124e-09,972.429733455872,21.151455269606753,0.13708395843320384,0.00010902460516988657,0.7708170721319605,-47549998.23311236,1.663583452909646e-09,1008.1174778931164,21.713171856978246,0.13368148013111056,0.0001069793491723306,0.7627102418238836,-47549998.23311236,1.6323753230641265e-09,kurang subur
jenis_tanah/kurang subur\pasir-090.jpg,649.5197916666683,17.186243872548555,0.15437087355234688,0.0001305558653072136,0.8471016715200295,-47548847.2607341,1.992124409594934e-09,1008.2065667051098,21.710849673202848,0.13385123868501786,0.00010714643955146346,0.7626727323161856,-47548847.2607341,1.634924919913688e-09,972.5475337009634,21.153507965685254,0.13689800949800612,0.0001093489057694156,0.7707737150657124,-47548847.2607341,1.668531887350702e-09,1018.0484736639785,21.84282968089219,0.13260647938125708,0.00010553927370376729,0.7603612980748553,-47548847.2607341,1.6104015152552381e-09,kurang subur
jenis_tanah/kurang subur\pasir-091.jpg,649.440655637259,17.174172794117307,0.15566792443774194,0.00013049403230578382,0.8471239701487703,-47548569.49388939,1.991180912869016e-09,1008.106266820462,21.710049980776763,0.1338052119241904,0.00010707359618731211,0.7627003952376763,-47548569.49388939,1.6338134183854997e-09,972.1680147058695,21.14555759803797,0.13715693688972116,0.00010921761330527922,0.7708658433663829,-47548569.49388939,1.666528523334949e-09,1017.7426682045282,21.83847750865083,0.13269747286732775,0.00010552922226553212,0.7604373410739121,-47548569.49388939,1.610248142479433e-09,kurang subur
jenis_tanah/kurang subur\pasir-092.jpg,165.18794424019552,9.30739889705831,0.22510550482071037,0.00029585061372128506,0.9479944464540954,-42591352.12419526,4.514322108784257e-09,294.2356939638622,12.658054594386751,0.17691602359690178,0.00021720956997434368,0.9072504215763013,-42591352.12419526,3.314355010594844e-09,139.2170496323521,8.507184436274148,0.2410443660037332,0.000326388959286993,0.9563575316060248,-42591352.12419526,4.980300282089126e-09,249.1265667051155,11.586266820453595,0.18719548865387872,0.0002361802997427571,0.921466354311525,-42591352.12419526,3.6038253744927535e-09,kurang subur
jenis_tanah/kurang subur\pasir-093.jpg,166.75427389705786,9.349280024509351,0.22537911907286856,0.0002961474590602172,0.9480205808919199,-42848377.578199975,4.518851609195209e-09,251.590111495583,11.64541330257591,0.1866541476765872,0.0002359617696503031,0.9214748702179517,-42848377.578199975,3.6004908699081894e-09,140.6883884803918,8.554901960783903,0.2394819238216789,0.0003246653790384107,0.9563317151698315,-42848377.578199975,4.954000534643718e-09,297.27500192233623,12.727397154940363,0.1757684071647233,0.00021710113269361842,0.9072199722647614,-42848377.578199975,3.312700389001746e-09,kurang subur
jenis_tanah/kurang subur\pasir-094.jpg,166.82071078431179,9.35134803921516,0.2246586547781987,0.00029544629394343523,0.9479951251383132,-42366526.337692656,4.5081526785802495e-09,251.317170319113,11.633694732795012,0.18717386645912837,0.00023628672673583532,0.9215525439086902,-42366526.337692656,3.6054493215306903e-09,140.55096507352846,8.544684436274117,0.24066469870758897,0.0003256747705209535,0.9563701809816904,-42366526.337692656,4.9694026263573226e-09,297.4102268358341,12.727381776239888,0.17585939243616242,0.00021688212959230626,0.9071689839509969,-42366526.337692656,3.3093586668747904e-09,kurang subur
jenis_tanah/kurang subur\pasir-095.jpg,1024.105821078424,24.215533088235173,0.10353288637793842,0.00011851309630010092,0.5844103269285537,-50245445.98690047,1.8083663375869891e-09,1407.923429450223,28.837016532103195,0.08890773528640142,0.00010469081406450452,0.42811676649447705,-50245445.98690047,1.5974550485916827e-09,1139.93569240196,25.826378676470416,0.09669333225282037,0.0001123188844509924,0.537146573536294,-50245445.98690047,1.7138501655730042e-09,1269.5608304498326,27.143667820069314,0.09389557429070558,0.00010965527853496151,0.48428842276380857,-50245445.98690047,1.6732067647546618e-09,kurang subur
jenis_tanah/kurang subur\pasir-096.jpg,1015.8184129901891,24.122824754901828,0.10304591495820242,0.00011816169243049546,0.5844705123363323,-50409823.140585445,1.8030043400649332e-09,1259.7890965013535,27.0446136101502,0.09451134276651506,0.00010975437389073881,0.4841503431737781,-50409823.140585445,1.674718839885541e-09,1130.6905330882275,25.726623774509626,0.0973117681238813,0.00011244912094356737,0.5372131868514879,-50409823.140585445,1.7158374167414455e-09,1396.6606535947776,28.723121876201773,0.08926808095647372,0.0001047698065438115,0.4281386660259363,-50409823.140585445,1.5986603781709519e-09,kurang subur
jenis_tanah/kurang subur\pasir-097.jpg,1015.8248008578429,24.12660845588235,0.10334514172325054,0.00011863946089695069,0.584553605057084,-50410846.01908609,1.8102945083152876e-09,1259.5568627451023,27.041091887735547,0.09415899907766992,0.00010965291349067087,0.4843570514451217,-50410846.01908609,1.6731706770427074e-09,1130.444117647058,25.72849264705866,0.09693595950153418,0.00011195938479941608,0.5374084190350211,-50410846.01908609,1.7083646362215588e-09,1396.7278892733536,28.72696655132642,0.08905219837091453,0.00010481391461983171,0.428233338120508,-50410846.01908609,1.599333413998897e-09,kurang subur
jenis_tanah/kurang subur\pasir-098.jpg,1044.4390471813642,24.46692708333303,0.10180138234324272,0.00010937014253081748,0.604885328318548,-49417118.638928354,1.6688559346133038e-09,1387.9374548250805,28.593325643983224,0.08930409627628039,9.810641250718198e-05,0.4753593416173301,-49417118.638928354,1.4969850541257015e-09,1112.5796415441098,25.381969975489902,0.09832467104721682,0.00010582583265000238,0.5795021648566372,-49417118.638928354,1.6147740577698118e-09,1301.729288735106,27.426974240676802,0.09409946447882508,0.00010153631798966507,0.5079426361605367,-49417118.638928354,1.5493212583872234e-09,kurang subur
jenis_tanah/kurang subur\pasir-099.jpg,1052.6684742646994,24.565624999999887,0.10173885730729139,0.00010952900758572425,0.6049057202426624,-49659051.96233653,1.6712800229755286e-09,1312.5520953479543,27.538269896193757,0.09406838465999366,0.00010163635936315864,0.5077564036435578,-49659051.96233653,1.5508477686028846e-09,1122.1261795343066,25.48904718137229,0.09836503878984632,0.00010626253555573578,0.5792302796966973,-49659051.96233653,1.6214376152913785e-09,1399.1741484044637,28.70894271434074,0.08931773030125645,9.824192954503496e-05,0.4752742841662371,-49659051.96233653,1.499052880020675e-09,kurang subur
jenis_tanah/kurang subur\pasir-100.jpg,1052.8065410539189,24.566896446078093,0.10165428637493784,0.00010952243709600875,0.6048302760448775,-49250235.70184207,1.6711797652589225e-09,1312.3343790849765,27.535640138408493,0.09380158244114561,0.00010150427163952706,0.5078045133585344,-49250235.70184207,1.5488322698902444e-09,1121.9512714460727,25.487515318627352,0.09833131188153929,0.00010577409004349287,0.5792673294509638,-49250235.70184207,1.613984528251539e-09,1399.159538638984,28.706728181468755,0.08980840124019139,9.815666969835782e-05,0.4752441924854157,-49250235.70184207,1.4977519180047274e-09,kurang subur
jenis_tanah/kurang subur\pasir-101.jpg,875.7400735294059,22.765962009803868,0.10464813376207867,0.00023024462590259755,0.4030180485197708,-54554225.28707805,3.5132541794219596e-09,987.1117570165322,24.168765859284946,0.10095537941947452,0.00022279249352679992,0.32695767816912835,-54554225.28707805,3.3995436634338366e-09,880.2035539215691,22.831556372548956,0.10534070990940779,0.0002295314931081195,0.39982684810091684,-54554225.28707805,3.502372636537468e-09,943.267635524798,23.712633602460667,0.1016004485601721,0.0002245308010804114,0.3568537146538608,-54554225.28707805,3.4260681317201445e-09,kurang subur
jenis_tanah/kurang subur\pasir-102.jpg,867.528814338237,22.656387867647126,0.10557228323673798,0.0002306855526945766,0.40304393654598225,-54232186.10290153,3.519982188332773e-09,933.9758554402163,23.58889657823935,0.10259318923390588,0.000224712081725288,0.3572034078034017,-54232186.10290153,3.4288342548414308e-09,871.5852481617628,22.722931985294082,0.10500401062109929,0.00022979091012170799,0.40012421940031184,-54232186.10290153,3.5063310260270384e-09,977.7252902729732,24.050857362552946,0.10106595609208845,0.00022315008822354284,0.32709094610204476,-54232186.10290153,3.4050001254813056e-09,kurang subur
jenis_tanah/kurang subur\pasir-103.jpg,867.0404411764678,22.657046568627454,0.10497000978833397,0.00023046438531754612,0.40322806220168056,-54232666.818750754,3.5166074419791583e-09,934.2893502499044,23.600907343329627,0.1020658288254764,0.00022474850340736366,0.356820100122867,-54232666.818750754,3.4293900056055245e-09,871.8573529411759,22.725122549019584,0.10538934195176779,0.00022943539969603034,0.3997696558723204,-54232666.818750754,3.5009063674321036e-09,977.3295040369018,24.052549019608,0.10094452122366096,0.00022278350635849552,0.327188120318698,-54232666.818750754,3.3994065301284107e-09,kurang subur
jenis_tanah/kurang subur\pasir-104.jpg,786.1646599264697,21.671890318627273,0.10722507937575407,0.00019705109851078913,0.38451676043681166,-55483564.85035056,3.0067611467100393e-09,868.6426143790825,22.81420991926197,0.10314022606970066,0.00019172479871625394,0.3192625911599089,-55483564.85035056,2.9254882616615896e-09,743.8235140931408,21.088863357843152,0.10918274962852104,0.0001993825663882281,0.41692145660573254,-55483564.85035056,3.042336523257875e-09,819.0946559015717,22.22182237600925,0.10515022284724969,0.00019394427453079373,0.35806681345716235,-55483564.85035056,2.9593547749449726e-09,kurang subur
jenis_tanah/kurang subur\pasir-105.jpg,786.2501072303928,21.673023897058894,0.10726139702932189,0.00019686911941170466,0.38455702285809107,-55481780.43221519,3.0039843660233255e-09,819.1330872741252,22.21882352941189,0.10514709373558949,0.00019346547131415608,0.35813384515930896,-55481780.43221519,2.9520488176598524e-09,744.0116115196067,21.092953431372454,0.1089917087506979,0.0001993931261038423,0.4168584422225049,-55481780.43221519,3.042497651730992e-09,868.7006997308696,22.814963475586513,0.10352864828505122,0.00019139936862186356,0.31932008705136505,-55481780.43221519,2.9205225924966974e-09,kurang subur
jenis_tanah/kurang subur\pasir-106.jpg,780.7620251225519,21.59606311274498,0.10772023586107009,0.00019610553464262539,0.3843229045502988,-55195056.4900447,2.992332987100607e-09,813.6613610149896,22.15430988081503,0.10493798518334747,0.0001936283046135658,0.35770501085374784,-55195056.4900447,2.9545334566278963e-09,738.6548100490228,21.020925245097988,0.10962269153515593,0.00019950505908935268,0.41676624292324554,-55195056.4900447,3.044205613546031e-09,862.4948404459802,22.73440984236838,0.1039651054922062,0.00019149763621213918,0.3191843454023671,-55195056.4900447,2.9220220369283932e-09,kurang subur
jenis_tanah/kurang subur\pasir-107.jpg,860.2056066176407,21.310600490195917,0.12207121890542015,0.0002365670796313317,0.7166548220068215,-57308975.55343972,3.6097271672261306e-09,1329.7944944252174,26.605782391388026,0.10461977337481229,0.000204055311882086,0.5614009039357297,-57308975.55343972,3.1136369610914e-09,1351.7378829656843,27.147931985293702,0.10142702994438879,0.0001994646975096718,0.5544629532881564,-57308975.55343972,3.043589744715451e-09,1595.3295809304057,29.33225682429852,0.09708815983679106,0.00019174856741137477,0.4738345173435822,-57308975.55343972,2.9258509431667293e-09,kurang subur
jenis_tanah/kurang subur\pasir-108.jpg,851.4450520833295,21.198207720588133,0.12235315229620504,0.00023638287125895088,0.7165981388163221,-57463268.65157824,3.6069163705284253e-09,1579.1846520569034,29.184928873510323,0.09762228333970957,0.00019178995568646078,0.47369511107073403,-57463268.65157824,2.9264824781259275e-09,1337.8599724264814,27.008195465685763,0.1021854800853535,0.0001992657055354311,0.5544085654940935,-57463268.65157824,3.0405533681553816e-09,1316.5147558631202,26.47938485198005,0.10493881144483844,0.000204025039315166,0.5612257461429947,-57463268.65157824,3.1131750383783873e-09,kurang subur
jenis_tanah/kurang subur\pasir-109.jpg,851.9128523284351,21.208379289215483,0.12231326995590304,0.0002356899192543132,0.7164682373691613,-57463523.55265738,3.5963427620592226e-09,1579.0575932333727,29.18455978469823,0.09719527324178993,0.00019167264948964562,0.47377989269478715,-57463523.55265738,2.924692527613001e-09,1337.983455882352,27.01118259803867,0.10158680413817471,0.00019949238743061565,0.5544088828161354,-57463523.55265738,3.0440122593782905e-09,1316.5469127258746,26.475371011149573,0.10463505046608051,0.00020392842725589383,0.5612498151433766,-57463523.55265738,3.1117008553450597e-09,kurang subur
jenis_tanah/kurang subur\pasir-110.jpg,996.9804074754903,23.12927389705858,0.11544279188809378,0.00020894110363201655,0.694591705786723,-53700150.70580916,3.188188226806893e-09,1486.2786774317774,28.449504036908873,0.09910360654564689,0.00018156255815606956,0.5438165559778955,-53700150.70580916,2.7704247765513544e-09,1496.8066942402008,28.838679534313528,0.09715669150470858,0.00017922958379889946,0.5408232433265658,-53700150.70580916,2.7348264129470742e-09,1775.2373241061164,31.209611687812522,0.0930624904118643,0.00017230542004590844,0.455119038786916,-53700150.70580916,2.629172058805976e-09,kurang subur
jenis_tanah/subur\humus-001.jpg,204.74658394607744,10.715670955881972,0.18992993339642586,0.0008730048942639249,0.769565406356233,-12554239.227376083,1.3320997532103346e-08,367.21986928104513,14.501161091887662,0.15221826925792903,0.0006758850771765688,0.5867064587868267,-12554239.227376083,1.0313187823128797e-08,252.79068627450872,11.91568627450934,0.1780821401260037,0.0007979999382373967,0.7153680003104481,-12554239.227376083,1.2176512729452464e-08,364.85361014994174,14.351003460207563,0.15542620317589317,0.0006871931816955624,0.5893714661664495,-12554239.227376083,1.0485735804680822e-08,subur
jenis_tanah/subur\humus-002.jpg,85.19408700980422,5.974325980392011,0.32174736294240425,0.0037476045871780088,0.8710994329549089,-10100064.529138325,5.718390788540663e-08,150.2799231064986,8.137577854671267,0.2580312896302035,0.002774531961430267,0.7714057314056216,-10100064.529138325,4.233599794662883e-08,88.1551317401968,6.093489583333187,0.31587706147717565,0.0036678816675452357,0.8658464258603517,-10100064.529138325,5.5967432671283503e-08,150.70096116878153,8.08061514801995,0.25949591697555463,0.0028142546540745796,0.7707636040099176,-10100064.529138325,4.294211813468292e-08,subur
jenis_tanah/subur\humus-003.jpg,165.72045036764575,8.991988357842398,0.21900903166195274,0.0008929114834889224,0.8140596071146216,-28049190.351654068,1.3624747978041419e-08,290.8113341022705,12.12550557477867,0.17820369767593897,0.0006912796234731237,0.673149431967527,-28049190.351654068,1.0548089957780817e-08,146.22893688725333,8.658318014705294,0.22236310735213968,0.0009063854459522779,0.8357743795915874,-28049190.351654068,1.3830344329105803e-08,246.7582622068467,11.122491349480828,0.18962354772592904,0.0007441381268642277,0.7226519644386592,-28049190.351654068,1.1354646711185114e-08,subur
jenis_tanah/subur\humus-004.jpg,196.01864276960637,9.863342524508857,0.2068380813766252,0.0006526849930765811,0.8208456757586355,-25420058.575578503,9.959182633614824e-09,316.07334102268555,12.758185313340814,0.17107704824660094,0.0005185095904763214,0.7103276541751564,-25420058.575578503,7.911828467961447e-09,185.2802849264694,9.825842524508934,0.20303608627614478,0.0006448647023530613,0.8301491903067575,-25420058.575578503,9.83985446705721e-09,340.23132641292,13.261391772394946,0.16681444044094143,0.0005039916478460876,0.6881832115920863,-25420058.575578503,7.690302243745233e-09,subur
jenis_tanah/subur\humus-005.jpg,147.25703124999876,8.445787377450433,0.22630065740397384,0.0007961878910380022,0.8056807012612133,-28498195.933930933,1.214886308346561e-08,255.5967550941971,11.455824682814086,0.1820493370407261,0.0006109161279908757,0.6622540347438661,-28498195.933930933,9.321840331892024e-09,156.58417585784144,9.031908700979677,0.21270396329409005,0.000739920329057634,0.7932903305749361,-28498195.933930933,1.1290288224146027e-08,261.53127258746866,11.541114955786103,0.18145936802539364,0.0006115610755689299,0.6544378899765219,-28498195.933930933,9.331681450941923e-09,subur
jenis_tanah/subur\humus-006.jpg,108.81939338235335,7.089062499999746,0.30286954571224095,0.0008984210737757113,0.9485300241328917,-12121674.998854263,1.3708817654048329e-08,259.05262591311447,11.134717416378212,0.22849017952186976,0.0006124910109840048,0.8773086833402677,-12121674.998854263,9.3458711392823e-09,135.8694699754907,7.812852328431111,0.2924633632524412,0.0008837598472868009,0.9356987422401266,-12121674.998854263,1.3485105091656507e-08,192.06560553633335,9.51680123029601,0.24857782819092,0.0006939750644511525,0.9090340443240142,-12121674.998854263,1.0589219123094979e-08,subur
jenis_tanah/subur\humus-007.jpg,106.65280330882429,7.01539522058798,0.30206176167450144,0.0008791432569504518,0.9510189885413695,-12333686.322709972,1.341466151352618e-08,251.64513648597057,10.977608612072096,0.2258920871084096,0.0005760049997036303,0.883964097990854,-12333686.322709972,8.78913878942307e-09,133.288694852942,7.734926470587966,0.2889535095623128,0.0008434268961682406,0.9385850880059986,-12333686.322709972,1.2869673098270273e-08,192.32176855055886,9.517985390234415,0.2470220916500356,0.0006568818280491594,0.9113203040256315,-12333686.322709972,1.002322125319152e-08,subur
jenis_tanah/subur\humus-008.jpg,180.36986825980273,9.657705269607188,0.23367889935903993,0.00026494690199532637,0.9424507993161239,-21461887.975845095,4.042768890309545e-09,364.75987697039574,14.12249134948079,0.17041348116407184,0.00017579823570652224,0.8834788768735428,-21461887.975845095,2.6824681962054785e-09,168.33115808823365,9.241666666665994,0.24198931223260298,0.0002744168549581291,0.9463142280042648,-21461887.975845095,4.1872689050007496e-09,285.6527797001186,12.36290657439441,0.18623936410934225,0.00019937737252743862,0.9087514763338082,-21461887.975845095,3.0422572712316685e-09,subur
jenis_tanah/subur\humus-009.jpg,100.09814644607883,6.18408394607821,0.28808784476003607,0.0013472874812647177,0.8076250712737997,-7702355.457326976,2.0557975483165248e-08,189.85728565936256,8.863114186851137,0.22577417303287672,0.0009493209736118706,0.6349557384117321,-7702355.457326976,1.4485488488950663e-08,128.53339460784343,7.132414215686009,0.2618225758958456,0.0011524147347549616,0.752987791399714,-7702355.457326976,1.7584453350142846e-08,194.00372164552243,8.776501345636191,0.2292548052531978,0.0009708587224533318,0.626968185786872,-7702355.457326976,1.4814128455403622e-08,subur
jenis_tanah/subur\humus-010.jpg,359.9559436274517,11.79399509803706,0.25897147047264163,0.0015626743526378074,0.8831227372748477,-10741596.885315511,2.3844518320279044e-08,686.5988158400442,16.777823913879207,0.20803971434064025,0.0010942739469233804,0.7772042675110354,-10741596.885315511,1.6697295332693183e-08,373.5174172794139,12.083011642154723,0.25598926637058744,0.001541656177349157,0.8787409215632435,-10741596.885315511,2.3523806417070878e-08,571.844998077654,15.081753171856816,0.2192691115206887,0.00116168149327714,0.8144410030510334,-10741596.885315511,1.772585286372589e-08,subur
jenis_tanah/subur\humus-011.jpg,321.2903952205896,11.353967524507805,0.26270363194681284,0.0015376081690335447,0.8934687991321361,-11100146.427487528,2.3462038712059704e-08,591.8838908112162,15.713556324490344,0.21658823852323214,0.0011368840038899065,0.8038096873541344,-11100146.427487528,1.7347473203886513e-08,357.575444240196,11.94401041666464,0.257504635412226,0.0015381672473102292,0.8813896843996205,-11100146.427487528,2.3470569569553057e-08,573.3944944252079,15.340392156862624,0.21851173986243422,0.0011232711637096959,0.8099395185758368,-11100146.427487528,1.7139757747035154e-08,subur
jenis_tanah/subur\humus-012.jpg,386.31642156862875,11.889307598036979,0.28440699998918856,0.002754890650155589,0.8714482053743973,-9868128.965404145,4.2036295320977615e-08,684.4650365244025,16.237431757016367,0.23959048806325464,0.002069239923544031,0.7726509401604833,-9868128.965404145,3.1574095513061994e-08,377.15626531862796,11.839813112742869,0.2811293812630237,0.0026954041348654966,0.8745292811088633,-9868128.965404145,4.1128603132102914e-08,612.7799769319417,15.316447520184235,0.24380954157739845,0.0020675072920967163,0.7964590175817108,-9868128.965404145,3.154765765528437e-08,subur
jenis_tanah/subur\humus-013.jpg,433.67138480391975,13.089828431370103,0.25934271507308154,0.002234309224704741,0.866730045481323,-11413735.098744294,3.4092853160167554e-08,782.2355247981429,18.05885428681267,0.21530567711892937,0.0016750030043453257,0.7596868454252627,-11413735.098744294,2.5558517522359096e-08,459.20412071078744,13.60605085784061,0.25217195834863965,0.0021311162811478764,0.8588934283737792,-11413735.098744294,3.251825380169489e-08,720.4100730488144,17.301883890811258,0.2170888452662393,0.0016498250975839446,0.7786773893879693,-11413735.098744294,2.517433315405189e-08,subur
